,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
2013,hermoso edificio,hermosa fachada en marmol estaba en remodelacion solo se puede mirar por fuera enormes escalinatas creo que subir a estudiar toma un gran esfuerzo,Universidad de Guanajuato,Male,-1,Estados Unidos,2020,1,es
4399,escalofriantes,siempre es interesante conocer algo nuevo y sobretodo algo tan peculiar como las momias creo que es una visita obligada al venir a guanajuato recomiendo haya mas gente de seguridad cuidando a la gente ya que entran grupos grandes y se presta a empujones o que no permitan ver a los demas asi como la falta de educacion al estar tomando fotografia,Museo de las Momias,Female,27,México,31/01/2016,1,es
116,regular,se encuentra ya muy descuidado el museo necesita una remodelacion urgente el costo que se paga no es tan barato para lo que realmente es ademas ya solo esta la mitad de las momias porque las demas estan en otro museo,Museo de las Momias,Female,54,México,03/11/2015,0,es
2574,una tarde relajada,pase una tarde con mi familia en esa plazita comiendo nieve escuchando musica en vivo y disfrutando del ir y venir de la gente relajante y desestresante estadia,Jardín de la Unión,Male,-1,México,15/02/2013,1,es
2500,mercado hidalgo,muy tradicional gran sabor de provincia enciontre objetos coleccionables para mia memorabilia personal,Mercado Hidalgo,Male,63,México,28/03/2012,1,es
983,visita a la arquitectura de guanajuato,hermoso mercado establecido como si fuera una antigua estacion de tren vale la pena comprar un ate de guayaba delicioso,Mercado Hidalgo,Male,33,México,04/01/2017,1,es
768,mercado hidalgo guanajuato,cubrio nuestra necesidad de adquirir algunos alimentos es bonito y caracteristico de esta hermosa ciudad,Mercado Hidalgo,Male,38,México,26/01/2012,0,es
3303,el gran pintor,su casa museo presenta muebles que uso de nino este gran pintor sobresale la numerosa coleccion de pinturas valiosisimas artistica y economicamente de este grandisimo pintor mexicano ademas venden mucha obra escrita sobre el arte y en particular la pintura,Casa de Diego Rivera,Female,-1,México,22/03/2015,1,es
1261,hermosa muestra de escultura mexicana,me encanto la vista desde este monumento hacia la ciudad y la montana lo que no me gusto es la vendimia taan impertinente pero es tolerable la gente busca su sustento de esta manera,Monumento Pípila,Female,47,México,17/09/2013,1,es
3438,muy romantico,a mi me encanto ir a este lugar obvio es mejor si vas con tu parejita y se toman la foto del beso ya que eso cuenta la leyenda lo malo esque se llena de gente y tienes que apurarte para tomarte la fotografia porque de inmediato te ganan el lugar,Callejón del Beso,Female,30,México,04/01/2015,1,es
1572,me encanta,me encanta este lugar alegre dicharachero bonito limpio puedes tomar cafe y comer en forma o simplemente sentarte relajadamente a ver pasar a la gente,Jardín de la Unión,Male,52,México,14/07/2015,1,es
1585,genial,puedes llegar por tour o subete en funicular por  pesos vista de toda la ciudad para tomar muy buenas fotos,Monumento Pípila,Female,36,Colombia,01/04/2018,1,es
670,mas leyenda,hay que hacer una fila eterna para subir al escalon indicado pero el romanticismo de la leyenda lo vale,Callejón del Beso,Female,23,México,17/03/2015,0,es
2555,bella vista,excelente vista panoramica de toda la cuidad te das cuenta que guanajuato es muy pequeno no recomiendo subir al monumento ya que al estar cerrado con vidrio el calor es muy intenso y la vista no es buena,Monumento Pípila,Male,22,México,04/02/2016,1,es
3086,excelente museo,bien organizado este museo ademas de obras del pintor mexicano ofrece exposiciones intinerantes de primer nivel es bien ubicado y de facil acceso,Casa de Diego Rivera,Male,52,México,20/11/2015,1,es
1529,escalera de la universidad,se sube por escalera y se aprecia la pamoramica buen lugar para tomarse fotos como si estuvieras en espana,Universidad de Guanajuato,Male,55,México,10/07/2015,1,es
1715,excelente visita d,mas que solo palabras merece aplausos una estadia muy romantica y alegre con mi pareja en la ciudad de guanajuato tiene muy bellos puntos de turismo que se pueden visitar caminando sin la necesidad de tomar algun transporte hermosa basilica muy colorida la verdad vale la pena tomarse la foto y visitarla por dentro visiten guanajuato,Basilica Colegiata,Female,40,México,21/12/2016,1,es
3894,misa,colonial iglesia situada en el centro de los romanticos callejones y calles empedradas guanajuato es mi ciudad favorita por su aire romantico y nostalgico esta iglesia es hermosa,Basilica Colegiata,Male,47,México,15/02/2013,1,es
3254,es grandioso,ademas de lo historico que representa este monumento venden algunas artesanias esta muy comunicado y tiene el teleferico que te baja al centro de la ciudad visitenlo vale la pena lo recomiendo,Monumento Pípila,Male,32,Perú,05/08/2013,1,es
4211,es uno de los mejores mercados de mexico,el mercado hidalgo de guanajuato es uno de los mas bonitos y grandes mercados de mexico la artesania del segundo piso y de sus pasillos hacen de la visita muy agradable,Mercado Hidalgo,Male,41,Perú,22/12/2017,1,es
1679,en semana santa es mucha gente,esta muy padre puedes acceder a la zona donde estaba el novio de la leyenda,Callejón del Beso,Male,48,México,06/04/2012,1,es
862,gran historia hay dentro de este gran inmueble,esta cerca de todo en el mero centro esta un poco elevado el precio para poder entrar y cobran mas si quieres tomar foto y si es camara mas pero bueno fuera de eso hay cosas muy interesantes y mucho que ver y aprender de este sitio emblematico,Alhóndiga,Male,28,México,14/02/2017,1,es
3289,mercado con vida,hay mucha variedad para comer o desayunar en la entrada existen diferentes tipos de recuerdos y juguetes que puedes comprar ademas de que todos son muy amables el mercado es increible en olores y colores,Mercado Hidalgo,Male,26,México,07/09/2017,1,es
2515,magia pura,es un lugar con una magia especial y unas vistas impresionantes sobre todo estar listos y pasarla muy bien en la callejoneada con la estudiantina y compartir las leyendas de guanajuato,Jardín de la Unión,Male,33,México,11/01/2016,1,es
3196,dale un vistazo a todo guanajuato capital,hay un tipo teleferico que te sube desde el teatro juarez por lo que es accesible para todas las personas aun de edad avanzada y desde el monumento del pipila se puede ver toda la ciudad vale la pena comerte un helado y ver las artesanias lo malo es que si vas en carro debes estar muy breve tiempo ya que casi no hay estacionamiento,Monumento Pípila,Female,43,México,19/04/2015,1,es
1246,admirar el teatro desde la escalinata,al pasear por el jardin tendras un momento relajante en las escalinatas del teatro juarez y te daras cuenta de lo agradable que es un buen descanso en la historia de guanajuato,Teatro Juárez,Male,40,México,23/12/2012,1,es
140,esta bien para los curiosos,es un lugar que le falta historia y un poco apagado esta bonito el lugar donde se encuentra mas le falta un poco mas de informacion para el turista para comprender el por que de la exhibicion,Museo de las Momias,Female,-1,México,2019,0,es
2,no visitar,es tardado entrar al museo una vez dentro no es nada interesante no te explican nada y solo ves cuerpos deshidratados no momificados ademas es un museo que no pertenece al estado de guanajuato asi que si van a guanajuato gasten para guanajuato no para terceros guanajuato no son solo momias,Museo de las Momias,Male,42,México,25/12/2017,0,es
4076,pieza extraordinaria de la historia de mexico,definitivamente es un buen museo pero lo mas importante es pensar en los grandes sucesos que ocurrieron en ese lugar aunque muy sangrientos forman parte de la historia de mexico es uno de los lugares mas emblematicos de la independencia no dejes de visitarlo y si tienes ninos de edad escolar es fascinante,Alhóndiga,Male,44,México,11/02/2017,1,es
4305,indispensable en tu visita,antiguo almacen de granos es de gran importancia en la independencia de mexico en el se gesto la primera batalla insurgente y con ello el origen de la independencia actualmente aloja al museo regional de guanajuato el cual investiga conserva promueve preserva y difunde el acervo cultural arqueologico historico de la independencia de nuestro pais abierto de martes a sabado de  a  horas domingos de  a  horas los domingos el acceso no tiene costo para los turistas nacionales en la explanada montan diversos espectaculos durante el festival internacional cervantino,Alhóndiga,Male,39,México,29/07/2016,1,es
2343,excelente vista,excelente vista de la ciudad de guanajuato y un lugar recomendable para visitar es algo que no puedes dejar de conocer en esta hermosa ciudad,Monumento Pípila,Male,39,Panamá,22/07/2016,1,es
647,nada especial,"si vas corto de tiempo no te molestes en incluir este punto en tu recorrido lo que encuentras son playeras con el nombre de la cuidad artesanias de barro y dulces que igual los encuentras por toda la ciudad y en cada paseo
tuve ademas la ocurrencia de comer aqui y fue lo peor la chica que me atendio tomaba la comida con las manos despues cobraba se mordia las unas y metio el dedo en el agua de fruta de otra persona para sacarle una basurita entiendo que era un mercado pero nunca habia visto tantos habitos sucios juntos",Mercado Hidalgo,Female,-1,México,05/10/2015,0,es
2142,primer punto a visitar vista hermosa de guanajuato,en nuestro viaje tomamos la decision de visitar como primer punto el monumento al pipila la razon principal fue por la vista que tienes de practicamente toda la ciudad si quieres tomar bonitas fotos y que sean panoramicas este es el sitio ideal para acceder al monumento utilizamos el funicular panoramico y la bajada la realizamos a pie lo cual es todo una experiencia ya que te da la oportunidad de conocer los estrechos andadores,Monumento Pípila,Male,52,México,20/07/2017,1,es
502,lo mismo,no ha cambiado nada los guias turisticos se contradicen entre ellos mismos sobre las versiones que dan explicando cada momia,Museo de las Momias,Female,19,México,02/07/2013,0,es
735,demasiada gente,lo visitanos en semana santa del  pero no era lo que esperaba demasiada gente ni siquiera me pude tomar una foto decente en el famoso escalon o tomar alguna foto bonita recomendaria visitarlo en temporada baja,Callejón del Beso,Female,27,México,24/02/2016,0,es
1967,visita obligada,el palacio de hierro excelente lugar para ver su mercado y para comer en sus variados locales mucho ambiente en una estructura espectacular ubicado en zona de mucho ambiente,Mercado Hidalgo,Male,-1,Indonesia,2018,1,es
827,lugar con historia,vale la pena escuchar al dia es bonito recordar la historia de mexico y lo que paso ahi recomendada,Alhóndiga,Male,-1,México,2019,1,es
1530,hermoso lugar,posiblemente el mejor lugar para iniciar un recorrido por guanajuato un triangulo formado por emblematicos edificios como el teatro juarez casa valadez hoteles y restaurantes amen de cancioneros vendedores y organizadores de recorridos ahi se dan cita no solo los turistas sino tambien los lugarenos de toda clase social que acuden a ver y ser vistos por la tardenoche el ambiente es extraordinario hay que vivirlo para decir que se conocio guanajuato,Jardín de la Unión,Male,59,México,19/02/2015,1,es
1827,de noche es un lugar bello,cuando llegas es imposible no remontarse a la epoca del movimiento de la independencia es un lugar precioso asi iluminado,Alhóndiga,Female,-1,México,2019,1,es
